filename,if_plate_id,position,sample,locations,antibody,ensembl_ids,gene_names
B2AI_1_untreated_G2_R5_,B2AI_1_untreated,G2,R5,,HPA003128,ENSG00000100393,
B2AI_1_untreated_G2_R6_,B2AI_1_untreated,G2,R6,,HPA003128,ENSG00000100393,
B2AI_1_untreated_G2_R7_,B2AI_1_untreated,G2,R7,,HPA003128,ENSG00000100393,
B2AI_1_untreated_G2_R8_,B2AI_1_untreated,G2,R8,,HPA003128,ENSG00000100393,
B2AI_1_untreated_G3_R1_,B2AI_1_untreated,G3,R1,,HPA003714,ENSG00000094631,
B2AI_1_untreated_G3_R2_,B2AI_1_untreated,G3,R2,,HPA003714,ENSG00000094631,
B2AI_1_untreated_G3_R3_,B2AI_1_untreated,G3,R3,,HPA003714,ENSG00000094631,
B2AI_1_untreated_G3_R4_,B2AI_1_untreated,G3,R4,,HPA003714,ENSG00000094631,
B2AI_1_untreated_G3_R5_,B2AI_1_untreated,G3,R5,,HPA003714,ENSG00000094631,
B2AI_1_untreated_G3_R6_,B2AI_1_untreated,G3,R6,,HPA003714,ENSG00000094631,
B2AI_1_untreated_G3_R7_,B2AI_1_untreated,G3,R7,,HPA003714,ENSG00000094631,
B2AI_1_untreated_G3_R8_,B2AI_1_untreated,G3,R8,,HPA003714,ENSG00000094631,
B2AI_1_untreated_G7_R2_,B2AI_1_untreated,G7,R2,,HPA004246,ENSG00000106617,
B2AI_1_untreated_G7_R3_,B2AI_1_untreated,G7,R3,,HPA004246,ENSG00000106617,
B2AI_1_untreated_G7_R4_,B2AI_1_untreated,G7,R4,,HPA004246,ENSG00000106617,
B2AI_1_untreated_G7_R5_,B2AI_1_untreated,G7,R5,,HPA004246,ENSG00000106617,
B2AI_1_untreated_G7_R6_,B2AI_1_untreated,G7,R6,,HPA004246,ENSG00000106617,
B2AI_1_untreated_G7_R7_,B2AI_1_untreated,G7,R7,,HPA004246,ENSG00000106617,
B2AI_1_untreated_G7_R8_,B2AI_1_untreated,G7,R8,,HPA004246,ENSG00000106617,
B2AI_1_untreated_D7_R1_,B2AI_1_untreated,D7,R1,,HPA004247,ENSG00000111725,
B2AI_1_untreated_D7_R2_,B2AI_1_untreated,D7,R2,,HPA004247,ENSG00000111725,
B2AI_1_untreated_D7_R3_,B2AI_1_untreated,D7,R3,,HPA004247,ENSG00000111725,
B2AI_1_untreated_D7_R4_,B2AI_1_untreated,D7,R4,,HPA004247,ENSG00000111725,
B2AI_1_untreated_D7_R5_,B2AI_1_untreated,D7,R5,,HPA004247,ENSG00000111725,
B2AI_1_untreated_D7_R6_,B2AI_1_untreated,D7,R6,,HPA004247,ENSG00000111725,
B2AI_1_untreated_D7_R7_,B2AI_1_untreated,D7,R7,,HPA004247,ENSG00000111725,
B2AI_1_untreated_D7_R8_,B2AI_1_untreated,D7,R8,,HPA004247,ENSG00000111725,
B2AI_1_untreated_E1_R2_,B2AI_1_untreated,E1,R2,,HPA004840,ENSG00000012048,
B2AI_1_untreated_E1_R3_,B2AI_1_untreated,E1,R3,,HPA004840,ENSG00000012048,
B2AI_1_untreated_E1_R4_,B2AI_1_untreated,E1,R4,,HPA004840,ENSG00000012048,
B2AI_1_untreated_E1_R5_,B2AI_1_untreated,E1,R5,,HPA004840,ENSG00000012048,
B2AI_1_untreated_E1_R6_,B2AI_1_untreated,E1,R6,,HPA004840,ENSG00000012048,
B2AI_1_untreated_E1_R7_,B2AI_1_untreated,E1,R7,,HPA004840,ENSG00000012048,
B2AI_1_untreated_G11_R1_,B2AI_1_untreated,G11,R1,,HPA004902,ENSG00000122565,
B2AI_1_untreated_G11_R2_,B2AI_1_untreated,G11,R2,,HPA004902,ENSG00000122565,
B2AI_1_untreated_G11_R3_,B2AI_1_untreated,G11,R3,,HPA004902,ENSG00000122565,
B2AI_1_untreated_G11_R4_,B2AI_1_untreated,G11,R4,,HPA004902,ENSG00000122565,
B2AI_1_untreated_G11_R6_,B2AI_1_untreated,G11,R6,,HPA004902,ENSG00000122565,
B2AI_1_untreated_G11_R7_,B2AI_1_untreated,G11,R7,,HPA004902,ENSG00000122565,
B2AI_1_untreated_G11_R8_,B2AI_1_untreated,G11,R8,,HPA004902,ENSG00000122565,
B2AI_1_untreated_A3_R2_,B2AI_1_untreated,A3,R2,,HPA006104,ENSG00000156650,
B2AI_1_untreated_A3_R3_,B2AI_1_untreated,A3,R3,,HPA006104,ENSG00000156650,
B2AI_1_untreated_A3_R4_,B2AI_1_untreated,A3,R4,,HPA006104,ENSG00000156650,
B2AI_1_untreated_A3_R5_,B2AI_1_untreated,A3,R5,,HPA006104,ENSG00000156650,
B2AI_1_untreated_A3_R7_,B2AI_1_untreated,A3,R7,,HPA006104,ENSG00000156650,
B2AI_1_untreated_A3_R8_,B2AI_1_untreated,A3,R8,,HPA006104,ENSG00000156650,
B2AI_1_untreated_F6_R1_,B2AI_1_untreated,F6,R1,,HPA006563,ENSG00000154229,
B2AI_1_untreated_F6_R2_,B2AI_1_untreated,F6,R2,,HPA006563,ENSG00000154229,
B2AI_1_untreated_F6_R3_,B2AI_1_untreated,F6,R3,,HPA006563,ENSG00000154229,
B2AI_1_untreated_F6_R4_,B2AI_1_untreated,F6,R4,,HPA006563,ENSG00000154229,
B2AI_1_untreated_F6_R5_,B2AI_1_untreated,F6,R5,,HPA006563,ENSG00000154229,
B2AI_1_untreated_F6_R6_,B2AI_1_untreated,F6,R6,,HPA006563,ENSG00000154229,
B2AI_1_untreated_F6_R7_,B2AI_1_untreated,F6,R7,,HPA006563,ENSG00000154229,
B2AI_1_untreated_F6_R8_,B2AI_1_untreated,F6,R8,,HPA006563,ENSG00000154229,
B2AI_1_untreated_B11_R1_,B2AI_1_untreated,B11,R1,,HPA008445,ENSG00000108953,
B2AI_1_untreated_B11_R2_,B2AI_1_untreated,B11,R2,,HPA008445,ENSG00000108953,
B2AI_1_untreated_B11_R3_,B2AI_1_untreated,B11,R3,,HPA008445,ENSG00000108953,
B2AI_1_untreated_B11_R4_,B2AI_1_untreated,B11,R4,,HPA008445,ENSG00000108953,
B2AI_1_untreated_B11_R5_,B2AI_1_untreated,B11,R5,,HPA008445,ENSG00000108953,
B2AI_1_untreated_B11_R6_,B2AI_1_untreated,B11,R6,,HPA008445,ENSG00000108953,
B2AI_1_untreated_B11_R7_,B2AI_1_untreated,B11,R7,,HPA008445,ENSG00000108953,
B2AI_1_untreated_B11_R8_,B2AI_1_untreated,B11,R8,,HPA008445,ENSG00000108953,
B2AI_1_untreated_E4_R1_,B2AI_1_untreated,E4,R1,,HPA011165,ENSG00000068903,
B2AI_1_untreated_E4_R2_,B2AI_1_untreated,E4,R2,,HPA011165,ENSG00000068903,
B2AI_1_untreated_E4_R3_,B2AI_1_untreated,E4,R3,,HPA011165,ENSG00000068903,
B2AI_1_untreated_E4_R4_,B2AI_1_untreated,E4,R4,,HPA011165,ENSG00000068903,
B2AI_1_untreated_E4_R5_,B2AI_1_untreated,E4,R5,,HPA011165,ENSG00000068903,
B2AI_1_untreated_E4_R6_,B2AI_1_untreated,E4,R6,,HPA011165,ENSG00000068903,
B2AI_1_untreated_E4_R7_,B2AI_1_untreated,E4,R7,,HPA011165,ENSG00000068903,
B2AI_1_untreated_E4_R8_,B2AI_1_untreated,E4,R8,,HPA011165,ENSG00000068903,
B2AI_1_untreated_C11_R1_,B2AI_1_untreated,C11,R1,,HPA011212,ENSG00000166913,
B2AI_1_untreated_C11_R2_,B2AI_1_untreated,C11,R2,,HPA011212,ENSG00000166913,
B2AI_1_untreated_C11_R3_,B2AI_1_untreated,C11,R3,,HPA011212,ENSG00000166913,
B2AI_1_untreated_C11_R4_,B2AI_1_untreated,C11,R4,,HPA011212,ENSG00000166913,
B2AI_1_untreated_C11_R5_,B2AI_1_untreated,C11,R5,,HPA011212,ENSG00000166913,
B2AI_1_untreated_C11_R6_,B2AI_1_untreated,C11,R6,,HPA011212,ENSG00000166913,
B2AI_1_untreated_C11_R7_,B2AI_1_untreated,C11,R7,,HPA011212,ENSG00000166913,
B2AI_1_untreated_C3_R1_,B2AI_1_untreated,C3,R1,,HPA011727,ENSG00000196591,
B2AI_1_untreated_C3_R2_,B2AI_1_untreated,C3,R2,,HPA011727,ENSG00000196591,
B2AI_1_untreated_C3_R3_,B2AI_1_untreated,C3,R3,,HPA011727,ENSG00000196591,
B2AI_1_untreated_C3_R4_,B2AI_1_untreated,C3,R4,,HPA011727,ENSG00000196591,
B2AI_1_untreated_C3_R5_,B2AI_1_untreated,C3,R5,,HPA011727,ENSG00000196591,
B2AI_1_untreated_C3_R6_,B2AI_1_untreated,C3,R6,,HPA011727,ENSG00000196591,
B2AI_1_untreated_C3_R7_,B2AI_1_untreated,C3,R7,,HPA011727,ENSG00000196591,
B2AI_1_untreated_C3_R8_,B2AI_1_untreated,C3,R8,,HPA011727,ENSG00000196591,
B2AI_1_untreated_E10_R1_,B2AI_1_untreated,E10,R1,,HPA012008,ENSG00000111642,
B2AI_1_untreated_E10_R2_,B2AI_1_untreated,E10,R2,,HPA012008,ENSG00000111642,
B2AI_1_untreated_E10_R3_,B2AI_1_untreated,E10,R3,,HPA012008,ENSG00000111642,
B2AI_1_untreated_E10_R4_,B2AI_1_untreated,E10,R4,,HPA012008,ENSG00000111642,
B2AI_1_untreated_E10_R5_,B2AI_1_untreated,E10,R5,,HPA012008,ENSG00000111642,
B2AI_1_untreated_E10_R6_,B2AI_1_untreated,E10,R6,,HPA012008,ENSG00000111642,
B2AI_1_untreated_E10_R7_,B2AI_1_untreated,E10,R7,,HPA012008,ENSG00000111642,
B2AI_1_untreated_E10_R8_,B2AI_1_untreated,E10,R8,,HPA012008,ENSG00000111642,
B2AI_1_untreated_F4_R1_,B2AI_1_untreated,F4,R1,,HPA016610,ENSG00000120733,
B2AI_1_untreated_F4_R2_,B2AI_1_untreated,F4,R2,,HPA016610,ENSG00000120733,
B2AI_1_untreated_F4_R3_,B2AI_1_untreated,F4,R3,,HPA016610,ENSG00000120733,
B2AI_1_untreated_F4_R4_,B2AI_1_untreated,F4,R4,,HPA016610,ENSG00000120733,
B2AI_1_untreated_F4_R6_,B2AI_1_untreated,F4,R6,,HPA016610,ENSG00000120733,
B2AI_1_untreated_F4_R7_,B2AI_1_untreated,F4,R7,,HPA016610,ENSG00000120733,
B2AI_1_untreated_F4_R8_,B2AI_1_untreated,F4,R8,,HPA016610,ENSG00000120733,
B2AI_1_untreated_C5_R2_,B2AI_1_untreated,C5,R2,,HPA019032,ENSG00000138336,
B2AI_1_untreated_C5_R3_,B2AI_1_untreated,C5,R3,,HPA019032,ENSG00000138336,
B2AI_1_untreated_C5_R4_,B2AI_1_untreated,C5,R4,,HPA019032,ENSG00000138336,
B2AI_1_untreated_C5_R5_,B2AI_1_untreated,C5,R5,,HPA019032,ENSG00000138336,
B2AI_1_untreated_C5_R6_,B2AI_1_untreated,C5,R6,,HPA019032,ENSG00000138336,
B2AI_1_untreated_C5_R7_,B2AI_1_untreated,C5,R7,,HPA019032,ENSG00000138336,
B2AI_1_untreated_C5_R8_,B2AI_1_untreated,C5,R8,,HPA019032,ENSG00000138336,
B2AI_1_untreated_C4_R1_,B2AI_1_untreated,C4,R1,,HPA019662,ENSG00000100429,
B2AI_1_untreated_C4_R2_,B2AI_1_untreated,C4,R2,,HPA019662,ENSG00000100429,
B2AI_1_untreated_C4_R3_,B2AI_1_untreated,C4,R3,,HPA019662,ENSG00000100429,
B2AI_1_untreated_C4_R4_,B2AI_1_untreated,C4,R4,,HPA019662,ENSG00000100429,
B2AI_1_untreated_C4_R5_,B2AI_1_untreated,C4,R5,,HPA019662,ENSG00000100429,
B2AI_1_untreated_C4_R7_,B2AI_1_untreated,C4,R7,,HPA019662,ENSG00000100429,
B2AI_1_untreated_C4_R8_,B2AI_1_untreated,C4,R8,,HPA019662,ENSG00000100429,
B2AI_1_untreated_F12_R1_,B2AI_1_untreated,F12,R1,,HPA021152,ENSG00000164951,
B2AI_1_untreated_F12_R3_,B2AI_1_untreated,F12,R3,,HPA021152,ENSG00000164951,
B2AI_1_untreated_F12_R4_,B2AI_1_untreated,F12,R4,,HPA021152,ENSG00000164951,
B2AI_1_untreated_F12_R5_,B2AI_1_untreated,F12,R5,,HPA021152,ENSG00000164951,
B2AI_1_untreated_F12_R6_,B2AI_1_untreated,F12,R6,,HPA021152,ENSG00000164951,
B2AI_1_untreated_F12_R7_,B2AI_1_untreated,F12,R7,,HPA021152,ENSG00000164951,
B2AI_1_untreated_F12_R8_,B2AI_1_untreated,F12,R8,,HPA021152,ENSG00000164951,
B2AI_1_untreated_E12_R1_,B2AI_1_untreated,E12,R1,,HPA021876,ENSG00000011258,
B2AI_1_untreated_E12_R3_,B2AI_1_untreated,E12,R3,,HPA021876,ENSG00000011258,
B2AI_1_untreated_E12_R4_,B2AI_1_untreated,E12,R4,,HPA021876,ENSG00000011258,
B2AI_1_untreated_E12_R5_,B2AI_1_untreated,E12,R5,,HPA021876,ENSG00000011258,
B2AI_1_untreated_E12_R6_,B2AI_1_untreated,E12,R6,,HPA021876,ENSG00000011258,
B2AI_1_untreated_E12_R7_,B2AI_1_untreated,E12,R7,,HPA021876,ENSG00000011258,
B2AI_1_untreated_E12_R8_,B2AI_1_untreated,E12,R8,,HPA021876,ENSG00000011258,
B2AI_1_untreated_B12_R1_,B2AI_1_untreated,B12,R1,,HPA022133,ENSG00000067369,
B2AI_1_untreated_B12_R2_,B2AI_1_untreated,B12,R2,,HPA022133,ENSG00000067369,
B2AI_1_untreated_B12_R3_,B2AI_1_untreated,B12,R3,,HPA022133,ENSG00000067369,
B2AI_1_untreated_B12_R4_,B2AI_1_untreated,B12,R4,,HPA022133,ENSG00000067369,
B2AI_1_untreated_B12_R5_,B2AI_1_untreated,B12,R5,,HPA022133,ENSG00000067369,
B2AI_1_untreated_B12_R6_,B2AI_1_untreated,B12,R6,,HPA022133,ENSG00000067369,
B2AI_1_untreated_B12_R7_,B2AI_1_untreated,B12,R7,,HPA022133,ENSG00000067369,
B2AI_1_untreated_B12_R8_,B2AI_1_untreated,B12,R8,,HPA022133,ENSG00000067369,
B2AI_1_untreated_D12_R2_,B2AI_1_untreated,D12,R2,,HPA022236,ENSG00000153922,
B2AI_1_untreated_D12_R3_,B2AI_1_untreated,D12,R3,,HPA022236,ENSG00000153922,
B2AI_1_untreated_D12_R4_,B2AI_1_untreated,D12,R4,,HPA022236,ENSG00000153922,
B2AI_1_untreated_D12_R5_,B2AI_1_untreated,D12,R5,,HPA022236,ENSG00000153922,
B2AI_1_untreated_D12_R6_,B2AI_1_untreated,D12,R6,,HPA022236,ENSG00000153922,
B2AI_1_untreated_D12_R7_,B2AI_1_untreated,D12,R7,,HPA022236,ENSG00000153922,
B2AI_1_untreated_D12_R8_,B2AI_1_untreated,D12,R8,,HPA022236,ENSG00000153922,
B2AI_1_untreated_F11_R1_,B2AI_1_untreated,F11,R1,,HPA023083,ENSG00000173894,
B2AI_1_untreated_F11_R2_,B2AI_1_untreated,F11,R2,,HPA023083,ENSG00000173894,
B2AI_1_untreated_F11_R3_,B2AI_1_untreated,F11,R3,,HPA023083,ENSG00000173894,
B2AI_1_untreated_F11_R4_,B2AI_1_untreated,F11,R4,,HPA023083,ENSG00000173894,
B2AI_1_untreated_F11_R5_,B2AI_1_untreated,F11,R5,,HPA023083,ENSG00000173894,
B2AI_1_untreated_F11_R6_,B2AI_1_untreated,F11,R6,,HPA023083,ENSG00000173894,
B2AI_1_untreated_F11_R7_,B2AI_1_untreated,F11,R7,,HPA023083,ENSG00000173894,
B2AI_1_untreated_F11_R8_,B2AI_1_untreated,F11,R8,,HPA023083,ENSG00000173894,
B2AI_1_untreated_E6_R1_,B2AI_1_untreated,E6,R1,,HPA023225,ENSG00000162302,
B2AI_1_untreated_E6_R2_,B2AI_1_untreated,E6,R2,,HPA023225,ENSG00000162302,
B2AI_1_untreated_E6_R3_,B2AI_1_untreated,E6,R3,,HPA023225,ENSG00000162302,
B2AI_1_untreated_E6_R4_,B2AI_1_untreated,E6,R4,,HPA023225,ENSG00000162302,
B2AI_1_untreated_E6_R5_,B2AI_1_untreated,E6,R5,,HPA023225,ENSG00000162302,
B2AI_1_untreated_E6_R6_,B2AI_1_untreated,E6,R6,,HPA023225,ENSG00000162302,
B2AI_1_untreated_E6_R7_,B2AI_1_untreated,E6,R7,,HPA023225,ENSG00000162302,
B2AI_1_untreated_E6_R8_,B2AI_1_untreated,E6,R8,,HPA023225,ENSG00000162302,
B2AI_1_untreated_A2_R12_,B2AI_1_untreated,A2,R12,,HPA023567,ENSG00000188895,
B2AI_1_untreated_A2_R13_,B2AI_1_untreated,A2,R13,,HPA023567,ENSG00000188895,
B2AI_1_untreated_A2_R14_,B2AI_1_untreated,A2,R14,,HPA023567,ENSG00000188895,
B2AI_1_untreated_A2_R15_,B2AI_1_untreated,A2,R15,,HPA023567,ENSG00000188895,
B2AI_1_untreated_A2_R2_,B2AI_1_untreated,A2,R2,,HPA023567,ENSG00000188895,
B2AI_1_untreated_A2_R3_,B2AI_1_untreated,A2,R3,,HPA023567,ENSG00000188895,
B2AI_1_untreated_A2_R5_,B2AI_1_untreated,A2,R5,,HPA023567,ENSG00000188895,
B2AI_1_untreated_A2_R7_,B2AI_1_untreated,A2,R7,,HPA023567,ENSG00000188895,
B2AI_1_untreated_A2_R8_,B2AI_1_untreated,A2,R8,,HPA023567,ENSG00000188895,
B2AI_1_untreated_B8_R1_,B2AI_1_untreated,B8,R1,,HPA026588,ENSG00000119772,
B2AI_1_untreated_B8_R2_,B2AI_1_untreated,B8,R2,,HPA026588,ENSG00000119772,
B2AI_1_untreated_B8_R3_,B2AI_1_untreated,B8,R3,,HPA026588,ENSG00000119772,
B2AI_1_untreated_B8_R4_,B2AI_1_untreated,B8,R4,,HPA026588,ENSG00000119772,
B2AI_1_untreated_B8_R5_,B2AI_1_untreated,B8,R5,,HPA026588,ENSG00000119772,
B2AI_1_untreated_B8_R6_,B2AI_1_untreated,B8,R6,,HPA026588,ENSG00000119772,
B2AI_1_untreated_B8_R7_,B2AI_1_untreated,B8,R7,,HPA026588,ENSG00000119772,
B2AI_1_untreated_B8_R8_,B2AI_1_untreated,B8,R8,,HPA026588,ENSG00000119772,
B2AI_1_untreated_D2_R1_,B2AI_1_untreated,D2,R1,,HPA026633,ENSG00000147854,
B2AI_1_untreated_D2_R3_,B2AI_1_untreated,D2,R3,,HPA026633,ENSG00000147854,
B2AI_1_untreated_D2_R4_,B2AI_1_untreated,D2,R4,,HPA026633,ENSG00000147854,
B2AI_1_untreated_D2_R5_,B2AI_1_untreated,D2,R5,,HPA026633,ENSG00000147854,
B2AI_1_untreated_D2_R6_,B2AI_1_untreated,D2,R6,,HPA026633,ENSG00000147854,
B2AI_1_untreated_D2_R7_,B2AI_1_untreated,D2,R7,,HPA026633,ENSG00000147854,
B2AI_1_untreated_D2_R8_,B2AI_1_untreated,D2,R8,,HPA026633,ENSG00000147854,
B2AI_1_untreated_D11_R1_,B2AI_1_untreated,D11,R1,,HPA026918,ENSG00000170027,
B2AI_1_untreated_D11_R2_,B2AI_1_untreated,D11,R2,,HPA026918,ENSG00000170027,
B2AI_1_untreated_D11_R3_,B2AI_1_untreated,D11,R3,,HPA026918,ENSG00000170027,
B2AI_1_untreated_D11_R4_,B2AI_1_untreated,D11,R4,,HPA026918,ENSG00000170027,
B2AI_1_untreated_D11_R5_,B2AI_1_untreated,D11,R5,,HPA026918,ENSG00000170027,
B2AI_1_untreated_D11_R6_,B2AI_1_untreated,D11,R6,,HPA026918,ENSG00000170027,
B2AI_1_untreated_D11_R7_,B2AI_1_untreated,D11,R7,,HPA026918,ENSG00000170027,
B2AI_1_untreated_D11_R8_,B2AI_1_untreated,D11,R8,,HPA026918,ENSG00000170027,
B2AI_1_untreated_H1_R1_,B2AI_1_untreated,H1,R1,,HPA027956,ENSG00000110395,
B2AI_1_untreated_H1_R2_,B2AI_1_untreated,H1,R2,,HPA027956,ENSG00000110395,
B2AI_1_untreated_H1_R3_,B2AI_1_untreated,H1,R3,,HPA027956,ENSG00000110395,
B2AI_1_untreated_H1_R4_,B2AI_1_untreated,H1,R4,,HPA027956,ENSG00000110395,
B2AI_1_untreated_H1_R5_,B2AI_1_untreated,H1,R5,,HPA027956,ENSG00000110395,
B2AI_1_untreated_H1_R6_,B2AI_1_untreated,H1,R6,,HPA027956,ENSG00000110395,
B2AI_1_untreated_H1_R7_,B2AI_1_untreated,H1,R7,,HPA027956,ENSG00000110395,
B2AI_1_untreated_H1_R8_,B2AI_1_untreated,H1,R8,,HPA027956,ENSG00000110395,
B2AI_1_untreated_B1_R1_,B2AI_1_untreated,B1,R1,,HPA028815,ENSG00000163930,
B2AI_1_untreated_B1_R2_,B2AI_1_untreated,B1,R2,,HPA028815,ENSG00000163930,
B2AI_1_untreated_B1_R3_,B2AI_1_untreated,B1,R3,,HPA028815,ENSG00000163930,
B2AI_1_untreated_B1_R4_,B2AI_1_untreated,B1,R4,,HPA028815,ENSG00000163930,
B2AI_1_untreated_B1_R5_,B2AI_1_untreated,B1,R5,,HPA028815,ENSG00000163930,
B2AI_1_untreated_B1_R6_,B2AI_1_untreated,B1,R6,,HPA028815,ENSG00000163930,
B2AI_1_untreated_B1_R7_,B2AI_1_untreated,B1,R7,,HPA028815,ENSG00000163930,
B2AI_1_untreated_B1_R8_,B2AI_1_untreated,B1,R8,,HPA028815,ENSG00000163930,
B2AI_1_untreated_D9_R1_,B2AI_1_untreated,D9,R1,,HPA028917,ENSG00000104313,
B2AI_1_untreated_D9_R2_,B2AI_1_untreated,D9,R2,,HPA028917,ENSG00000104313,
B2AI_1_untreated_D9_R3_,B2AI_1_untreated,D9,R3,,HPA028917,ENSG00000104313,
B2AI_1_untreated_D9_R4_,B2AI_1_untreated,D9,R4,,HPA028917,ENSG00000104313,
B2AI_1_untreated_D9_R5_,B2AI_1_untreated,D9,R5,,HPA028917,ENSG00000104313,
B2AI_1_untreated_D9_R6_,B2AI_1_untreated,D9,R6,,HPA028917,ENSG00000104313,
B2AI_1_untreated_D9_R7_,B2AI_1_untreated,D9,R7,,HPA028917,ENSG00000104313,
B2AI_1_untreated_D9_R8_,B2AI_1_untreated,D9,R8,,HPA028917,ENSG00000104313,
B2AI_1_untreated_B4_R1_,B2AI_1_untreated,B4,R1,,HPA028926,ENSG00000048052,
B2AI_1_untreated_B4_R2_,B2AI_1_untreated,B4,R2,,HPA028926,ENSG00000048052,
B2AI_1_untreated_B4_R3_,B2AI_1_untreated,B4,R3,,HPA028926,ENSG00000048052,
B2AI_1_untreated_B4_R4_,B2AI_1_untreated,B4,R4,,HPA028926,ENSG00000048052,
B2AI_1_untreated_B4_R5_,B2AI_1_untreated,B4,R5,,HPA028926,ENSG00000048052,
B2AI_1_untreated_B4_R6_,B2AI_1_untreated,B4,R6,,HPA028926,ENSG00000048052,
B2AI_1_untreated_B4_R7_,B2AI_1_untreated,B4,R7,,HPA028926,ENSG00000048052,
B2AI_1_untreated_B4_R8_,B2AI_1_untreated,B4,R8,,HPA028926,ENSG00000048052,
B2AI_1_untreated_A10_R1_,B2AI_1_untreated,A10,R1,,HPA029069,ENSG00000171634,
B2AI_1_untreated_A10_R2_,B2AI_1_untreated,A10,R2,,HPA029069,ENSG00000171634,
B2AI_1_untreated_A10_R3_,B2AI_1_untreated,A10,R3,,HPA029069,ENSG00000171634,
B2AI_1_untreated_A10_R4_,B2AI_1_untreated,A10,R4,,HPA029069,ENSG00000171634,
B2AI_1_untreated_A10_R5_,B2AI_1_untreated,A10,R5,,HPA029069,ENSG00000171634,
B2AI_1_untreated_A10_R6_,B2AI_1_untreated,A10,R6,,HPA029069,ENSG00000171634,
B2AI_1_untreated_A10_R7_,B2AI_1_untreated,A10,R7,,HPA029069,ENSG00000171634,
B2AI_1_untreated_A10_R8_,B2AI_1_untreated,A10,R8,,HPA029069,ENSG00000171634,
B2AI_1_untreated_B6_R1_,B2AI_1_untreated,B6,R1,,HPA030698,ENSG00000177602,
B2AI_1_untreated_B6_R2_,B2AI_1_untreated,B6,R2,,HPA030698,ENSG00000177602,
B2AI_1_untreated_B6_R3_,B2AI_1_untreated,B6,R3,,HPA030698,ENSG00000177602,
B2AI_1_untreated_B6_R4_,B2AI_1_untreated,B6,R4,,HPA030698,ENSG00000177602,
B2AI_1_untreated_B6_R5_,B2AI_1_untreated,B6,R5,,HPA030698,ENSG00000177602,
B2AI_1_untreated_B6_R6_,B2AI_1_untreated,B6,R6,,HPA030698,ENSG00000177602,
B2AI_1_untreated_B6_R7_,B2AI_1_untreated,B6,R7,,HPA030698,ENSG00000177602,
B2AI_1_untreated_B6_R8_,B2AI_1_untreated,B6,R8,,HPA030698,ENSG00000177602,
B2AI_1_untreated_F3_R1_,B2AI_1_untreated,F3,R1,,HPA030991,ENSG00000108840,
B2AI_1_untreated_F3_R2_,B2AI_1_untreated,F3,R2,,HPA030991,ENSG00000108840,
B2AI_1_untreated_F3_R3_,B2AI_1_untreated,F3,R3,,HPA030991,ENSG00000108840,
B2AI_1_untreated_F3_R4_,B2AI_1_untreated,F3,R4,,HPA030991,ENSG00000108840,
B2AI_1_untreated_F3_R5_,B2AI_1_untreated,F3,R5,,HPA030991,ENSG00000108840,
